"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"AgingCluster"	"nlp"	"genes"
"RNASEK-C17orf49"	197.29583607779	-4.84375676467083	0.514832200453458	-9.40841843304383	5.03658119024867e-21	6.29781264570029e-19	"0"	18.2008102633801	"RNASEK-C17orf49"
"LINC02413"	24.918594965897	-3.78238661327444	0.402152026860706	-9.40536503769645	5.18499104370265e-21	6.44524886679555e-19	"0"	18.1907603088165	"LINC02413"
"KCTD14"	185.279989799563	7.64372130529025	0.813877944933211	9.39172925483011	5.90231337347444e-21	7.29401673732525e-19	"0"	18.1370332444607	"KCTD14"
"RPL13A"	33152.3911989481	-2.9982862548119	0.319407683378396	-9.38701982087227	6.17219049799466e-21	7.58318195369903e-19	"0"	18.1201485232645	"RPL13A"
"LAMC2"	181.129635206852	6.00810572022804	0.640805649288081	9.37586259875033	6.86124081313165e-21	8.38102548341607e-19	"0"	18.0767028388231	"LAMC2"
"CDC42EP2"	326.086903900657	4.25144103554133	0.453881132020235	9.36686003363496	7.47223770046357e-21	9.07490385552852e-19	"0"	18.0421579674196	"CDC42EP2"
"IL10"	348.234394043871	4.10065567993011	0.437979024748654	9.36267594614464	7.77423187455656e-21	9.33437886210962e-19	"0"	18.0299145760259	"IL10"
"PDCL"	712.789206496365	-2.22330751301786	0.237456968942776	-9.36299121022488	7.75106264673279e-21	9.33437886210962e-19	"0"	18.0299145760259	"PDCL"
"RPL23"	11958.7297570191	-2.6648890283808	0.284759104391718	-9.35839798370395	8.09547953238555e-21	9.66517929256335e-19	"0"	18.0147900852414	"RPL23"
"ADAT3"	97.5947942328281	3.44882316115675	0.369730180923933	9.32794599710077	1.07942385924349e-20	1.28148230300749e-18	"0"	17.8922873869509	"ADAT3"
"RPS20"	24747.2281417854	-3.55850989735836	0.381948725492659	-9.31672148602773	1.19990679294027e-20	1.41656035465999e-18	"0"	17.8487649169872	"RPS20"
"STK17A"	1975.44317063746	2.44690353780943	0.262701206449315	9.31439779391165	1.2264629454311e-20	1.43986749793611e-18	"0"	17.8416774714901	"STK17A"
"EMD"	1575.31663909227	1.75092395968491	0.188010100134834	9.3129249887597	1.24359485617239e-20	1.4519141713058e-18	"0"	17.8380590558329	"EMD"
"ZFP14"	217.530173109006	-2.43469137447933	0.261715304310418	-9.30282384858764	1.36764176125367e-20	1.5879673460886e-18	"0"	17.7991584323619	"ZFP14"
"TNNI2"	1227.40058612623	-3.97590681025377	0.427891543349061	-9.2918564810484	1.5162027964047e-20	1.75084139309421e-18	"0"	17.7567531944213	"TNNI2"
"SLC47A1"	406.459185526276	-4.31458528328832	0.464382251844666	-9.29102106325012	1.52815209328659e-20	1.75504945844197e-18	"0"	17.7557106403231	"SLC47A1"
"AC114760.2"	171.814618792181	-5.7464973358138	0.618974417174116	-9.28390120232921	1.6338422351998e-20	1.86628941158066e-18	"0"	17.7290210079066	"AC114760.2"
"ITGA2"	333.542197878119	6.69051758209801	0.72153395024552	9.27263031742496	1.81610983143637e-20	2.06333510526416e-18	"0"	17.6854302327402	"ITGA2"
"FFAR2"	683.253118778768	5.05091481666265	0.545097844270315	9.26607006385056	1.93130934909902e-20	2.18248284305671e-18	"0"	17.6610491616866	"FFAR2"
"ZNF781"	63.0364495639006	-5.64995367208479	0.609867764434798	-9.26422743022163	1.96494638523888e-20	2.2086833517483e-18	"0"	17.6558665423656	"ZNF781"
"MTG1"	519.525569277468	2.19512728224045	0.237075733796992	9.25918164243723	2.06005017090571e-20	2.30333228632696e-18	"0"	17.637643404759	"MTG1"
"UBE2W"	825.373051391551	-2.1823779261392	0.235909755925867	-9.25090154739087	2.22607034531673e-20	2.47585887038069e-18	"0"	17.6062741147253	"UBE2W"
"QPRT"	107.374716853812	-3.9844497499387	0.431128342553918	-9.24191095007955	2.42133583109211e-20	2.67893553835803e-18	"0"	17.5720377364374	"QPRT"
"DIABLO.1"	214.253816808846	2.98979029384954	0.32363488046312	9.23815841349103	2.5077603646407e-20	2.76010375133267e-18	"0"	17.5590745926506	"DIABLO.1"
"MYO1A"	26.5822688037778	-4.65583560416448	0.504746879205936	-9.22409983294795	2.85952573670264e-20	3.13095843875648e-18	"0"	17.5043226972948	"MYO1A"
"CATSPER1"	458.850946147369	-3.50219270452577	0.379725671711682	-9.22295479454684	2.89023686950785e-20	3.14827244981649e-18	"0"	17.5019276910741	"CATSPER1"
"EMP1"	4079.92709995438	4.23307956852174	0.45936931690107	9.21498108989587	3.11333177091012e-20	3.37389369142937e-18	"0"	17.4718686057875	"EMP1"
"AC007384.1"	206.087148996017	3.73241426964338	0.405591623603049	9.20239485344077	3.5005933424367e-20	3.77421114859043e-18	"0"	17.4231738068466	"AC007384.1"
"LSAMP"	323.438793351461	-7.21422535568729	0.784196512187952	-9.19951216763154	3.59578469980692e-20	3.85716356732588e-18	"0"	17.4137319440013	"LSAMP"
"SFN"	1224.33301368022	10.6735064210591	1.16099271315314	9.19343101824553	3.80506785033437e-20	4.06104514208414e-18	"0"	17.3913621829185	"SFN"
"INO80B"	84.6038548497794	-2.62316945587242	0.28573668215937	-9.18037346849761	4.29598873747133e-20	4.5619514572987e-18	"0"	17.3408493402649	"INO80B"
"CDH1"	358.476447948324	6.56205402399138	0.714859770737162	9.17949826330918	4.3310467782092e-20	4.57618402585584e-18	"0"	17.3394965192223	"CDH1"
"KBTBD11"	85.5332622096196	-3.54260935773162	0.386026371620868	-9.17711746701845	4.42785167120101e-20	4.65519211521491e-18	"0"	17.3320623914053	"KBTBD11"
"HTD2"	74.7130758855529	5.01853479587729	0.54709899300868	9.17299220069606	4.60067752587727e-20	4.81294640974448e-18	"0"	17.3175889739931	"HTD2"
"HELZ2"	1569.61149272363	3.46444267674373	0.377718613445813	9.17201999959353	4.64236860192952e-20	4.83263710817609e-18	"0"	17.3158158156275	"HELZ2"
"MX1"	17963.7199012885	3.48166290384461	0.380567874217413	9.14859907974151	5.76766184841373e-20	5.97461912650387e-18	"0"	17.2236897751547	"MX1"
"PDF"	134.623690916151	7.11423156734861	0.778122977812457	9.14281131672645	6.08494986548314e-20	6.27254441743364e-18	"0"	17.2025562546562	"PDF"
"PEBP4"	82.6389398074546	-6.18449009145855	0.676667520916233	-9.13962899103613	6.2666948777325e-20	6.42853379399239e-18	"0"	17.1918880687226	"PEBP4"
"ATRIP"	299.285469824839	2.38062966511048	0.260572941365146	9.13613536631364	6.47240066019741e-20	6.60747684788848e-18	"0"	17.1799643499294	"ATRIP"
"ELF3"	2537.66700469145	6.78961482875639	0.74400974090556	9.12570690337	7.12696000095335e-20	7.24071724712241e-18	"0"	17.1402184115599	"ELF3"
"RASA3"	342.351740485016	1.69327007909045	0.185647339024435	9.12089603863148	7.45057411204258e-20	7.53327904955425e-18	"0"	17.1230159450277	"RASA3"
"MET"	346.937900346025	9.00732655608256	0.988621898245468	9.1109923541731	8.16318360153191e-20	8.21449504131297e-18	"0"	17.0854191282133	"MET"
"HIST2H2AA4"	1772.65603478793	9.07918385825339	0.999479731298606	9.08390993227743	1.04742957814867e-19	1.04901809694018e-17	"0"	16.9792170195915	"HIST2H2AA4"
"EIF3E"	5206.09763344201	-2.41255644415745	0.265885896890254	-9.07365329404157	1.15091902357761e-19	1.14722739652086e-17	"0"	16.9403504903236	"EIF3E"
"JUP"	758.571917914258	5.80563749840428	0.641173138023658	9.05471105090192	1.36929838641396e-19	1.35849828646478e-17	"0"	16.866940905041	"JUP"
"OLFML2B"	401.372855627581	5.56044849836734	0.614165732818953	9.05366125336477	1.38253230359877e-19	1.36521834764716e-17	"0"	16.8647978837186	"OLFML2B"
"FRY"	265.254658419161	-2.58958187199644	0.286116475847271	-9.05079605894057	1.4192980824176e-19	1.39500498035576e-17	"0"	16.8554242418978	"FRY"
"PAQR5"	186.360814351497	-2.88507782016108	0.318812821645219	-9.04944100200479	1.43702088990504e-19	1.40588543729043e-17	"0"	16.8520500676375	"PAQR5"
"S100A14"	1265.35547364364	9.82695396916903	1.08637878267126	9.04560557138814	1.48837874402359e-19	1.44942025892656e-17	"0"	16.8388056727276	"S100A14"
"CLN5"	550.803809791015	-2.2964863757047	0.253923211628219	-9.04401909923498	1.5101487157758e-19	1.46387443402634e-17	"0"	16.8344961739253	"CLN5"
"IGHV1-46"	1005.53306961926	26.1371435933862	2.89202910342442	9.03764888203838	1.60077604947968e-19	1.54463924555273e-17	"0"	16.8111729349836	"IGHV1-46"
"ETV7"	664.708149278168	4.70737266732033	0.521230528693687	9.03126813987277	1.69693728331235e-19	1.62998539413439e-17	"0"	16.787816287176	"ETV7"
"AC020909.2"	155.118374909276	-3.79270597361889	0.420110846784535	-9.02786967451016	1.7504613185586e-19	1.67378952867785e-17	"0"	16.7762991534399	"AC020909.2"
"IDO1"	3089.13968249005	7.12959438697347	0.790374147495705	9.02053085815565	1.87180031599957e-19	1.78175154404067e-17	"1"	16.7491528561774	"IDO1"
"PTGER2"	1119.68332647367	4.16313454635243	0.461707588998025	9.01682070114346	1.93626962485517e-19	1.83485424719459e-17	"0"	16.7363984284981	"PTGER2"
"ZBTB44"	572.117558011204	-1.95952075158595	0.217387755922099	-9.01394258970202	1.98778778371335e-19	1.875264796671e-17	"0"	16.7269373990758	"ZBTB44"
"AC068594.1"	57.6793500254446	-3.80834212945484	0.42260001034861	-9.01169435919625	2.02897126966222e-19	1.90560981646676e-17	"0"	16.7199660186518	"AC068594.1"
"SCP2"	3480.14349438583	-2.23002017116533	0.247571157840816	-9.00759276894117	2.106288574921e-19	1.96947301616065e-17	"0"	16.7056499651025	"SCP2"
"AGRP"	1178.76698529669	-4.81479891182474	0.534734386008709	-9.00409443978852	2.17452934706934e-19	2.02432397190613e-17	"0"	16.6937199819746	"AGRP"
"FLNB"	544.83474938104	3.12623011188249	0.347760710318594	8.98960123763969	2.48129042429458e-19	2.29677606012153e-17	"0"	16.6388813472493	"FLNB"
"TRAF4"	471.656372098511	5.20111612703479	0.578592043640429	8.98926313315685	2.48893487491875e-19	2.29677606012153e-17	"0"	16.6388813472493	"TRAF4"
"MUC4"	1520.96700487912	6.7331605477937	0.749349733758738	8.9853378795775	2.57940524414462e-19	2.36991267909844e-17	"0"	16.6252676555445	"MUC4"
"USP18"	2625.77605830184	3.82524423675594	0.426648890640356	8.96578971766371	3.08065292642952e-19	2.81819730048955e-17	"0"	16.5500286054373	"USP18"
"KRT19"	9095.32303367869	7.74606483029419	0.864944610251745	8.95556170705505	3.38010263960545e-19	3.07880728362683e-17	"0"	16.5116174946878	"KRT19"
"APOPT1"	546.778443980544	-1.70975293670149	0.191055649022064	-8.94897871616475	3.58786325492653e-19	3.2540225881162e-17	"0"	16.4875794366911	"APOPT1"
"NCS1"	76.1441054625298	4.22177619699427	0.471994477611921	8.94454574628617	3.73482652395165e-19	3.37283564547634e-17	"0"	16.4720048209815	"NCS1"
"ABTB2"	118.238467170905	5.16184591546735	0.577219889323454	8.94259884481359	3.80123563798203e-19	3.41820048943984e-17	"0"	16.4662024679746	"ABTB2"
"RYR1"	198.111935427411	-3.32400430372343	0.371959188306791	-8.9364758506296	4.01778876630431e-19	3.59762339870944e-17	"0"	16.4439843008078	"RYR1"
"PCBP2"	5095.50728864283	-1.16523974704894	0.130455466067263	-8.93208833770245	4.18041473633945e-19	3.72744827883229e-17	"0"	16.428588373998	"PCBP2"
"TCEAL8"	1415.6139094275	-2.80411017619773	0.314730343147717	-8.90956413084592	5.12335808007479e-19	4.54902533395548e-17	"0"	16.342081644536	"TCEAL8"
"B3GAT2"	88.897941592191	-4.91258534767907	0.55147575695482	-8.90807127190096	5.19280129100979e-19	4.59139233814305e-17	"0"	16.3380555948379	"B3GAT2"
"TRBV20-1"	294.973857385564	8.30528653500459	0.93350396307731	8.89689477870677	5.74309019203413e-19	5.05679091408605e-17	"0"	16.2961250030089	"TRBV20-1"
"MOSPD1"	349.762948449108	-2.36544956062253	0.265915931302583	-8.8954789170977	5.81678998438196e-19	5.07935561776693e-17	"0"	16.2941913801174	"MOSPD1"
"AC022509.2"	58.6755726879676	-7.33936891521462	0.82504942733919	-8.89567178888217	5.8066957393262e-19	5.07935561776693e-17	"0"	16.2941913801174	"AC022509.2"
"CASD1"	173.202076051948	-2.05554526193295	0.231150574229452	-8.89266777201473	5.96589825727543e-19	5.18812189188249e-17	"0"	16.2849898289738	"CASD1"
"RASSF8"	118.497608213075	-3.04150892856351	0.342160830817588	-8.88912071348399	6.15943836935975e-19	5.33447752546353e-17	"0"	16.2729081102451	"RASSF8"
"IGHV4-59"	341.50681037964	24.5508973649775	2.76242025621381	8.88745921615384	6.25221588655627e-19	5.39272759651866e-17	"0"	16.2681915167259	"IGHV4-59"
"PMAIP1"	992.06316157924	4.22227691833749	0.475687572467716	8.87615561708636	6.92109925879111e-19	5.94539307060055e-17	"0"	16.2258194273784	"PMAIP1"
"DYSF"	533.547345658744	5.71263257488353	0.64401098223789	8.87039620820217	7.28861089628855e-19	6.23574597005545e-17	"0"	16.2051115852809	"DYSF"
"PMF1"	342.359309932494	-2.02007138890525	0.228014233883839	-8.85940914519557	8.04396328759982e-19	6.85423516909514e-17	"0"	16.1640409989887	"PMF1"
"LMBRD1"	1246.6856693861	-1.82843091421401	0.206518433266312	-8.85359667558677	8.47432156373493e-19	7.19194230059625e-17	"0"	16.1431538055119	"LMBRD1"
"IL15RA"	1003.42975288659	4.11737300679758	0.465297291717117	8.84890817138215	8.83796547432681e-19	7.47055545613896e-17	"0"	16.1266471060069	"IL15RA"
"ABHD15"	188.370260019513	-2.03543798702359	0.230152784195489	-8.84385558983595	9.24711092300644e-19	7.78525689342518e-17	"0"	16.1087270522601	"ABHD15"
"SLC6A8"	91.6356723840607	4.06501289801012	0.459693258356571	8.84288125638989	9.32813482907796e-19	7.8223073495268e-17	"0"	16.1066651240038	"SLC6A8"
"TM4SF1"	1657.92477014559	9.52398279142298	1.07791089102476	8.8355938053178	9.95679438232152e-19	8.31648137894144e-17	"0"	16.0800603805518	"TM4SF1"
"ADAMTS2"	282.0136146018	9.79529688632306	1.11075747045259	8.81857394335766	1.15926639017356e-18	9.64473124297156e-17	"0"	16.0157098697641	"ADAMTS2"
"EPCAM"	413.898028183959	6.2662072354317	0.710792006078433	8.81580994418253	1.18822902285161e-18	9.84692380819615e-17	"0"	16.0066994224754	"EPCAM"
"TRIM29"	386.581500888442	7.54161969873695	0.85550797732373	8.81537039821565	1.19290020850761e-18	9.8470184399152e-17	"0"	16.0066952488028	"TRIM29"
"ASS1"	1053.19075180931	9.05538878976259	1.0303214769913	8.78889646773718	1.51036172958754e-18	1.24190521671766e-16	"0"	15.9059115486259	"ASS1"
"SLC6A14"	516.694324939259	8.12151540415084	0.924973275155441	8.78027033028174	1.63082206732925e-18	1.33575705142642e-16	"0"	15.8742725245098	"SLC6A14"
"RPL27A"	24316.339962402	-3.24404477726376	0.369528881978307	-8.77886664743622	1.65130177504821e-18	1.34730923205864e-16	"0"	15.8705327143263	"RPL27A"
"BACE1"	314.023850592377	-4.09932581618816	0.467660942299478	-8.76559371418077	1.85794907426917e-18	1.51008383990216e-16	"0"	15.8209989399942	"BACE1"
"SERPINB2"	4719.01747908753	12.5648514519701	1.43369525687719	8.76396248902869	1.88504578924515e-18	1.52623707349918e-16	"0"	15.8163780012988	"SERPINB2"
"ALDH1A3"	760.346985934823	9.70533809937021	1.10873326462691	8.7535374007526	2.06767320654425e-18	1.66771260307988e-16	"0"	15.7778787892202	"ALDH1A3"
"LUCAT1"	506.076455422531	6.30549799450114	0.721216404866099	8.74286545890733	2.27271270423055e-18	1.82612033710266e-16	"0"	15.7384706068578	"LUCAT1"
"DNMT3A"	363.36139526114	-1.74501522819241	0.199898776224101	-8.72949430283714	2.55813840554e-18	2.04767351461634e-16	"0"	15.6887392870046	"DNMT3A"
"AC006449.6"	225.419948600267	3.33820743908576	0.38297014216978	8.7166258449617	2.8661535809523e-18	2.28556820651638e-16	"0"	15.6410058138532	"AC006449.6"
"AMOTL2"	152.86920069614	7.29374271362947	0.837890758905451	8.70488501765719	3.17896876098349e-18	2.52548751342493e-16	"0"	15.5976547743954	"AMOTL2"
"NINJ2"	367.57801292157	-2.61307855056544	0.300593953898821	-8.69305093024257	3.528341102333e-18	2.7925432275094e-16	"0"	15.5540000954466	"NINJ2"
"KCNAB1"	292.497113036137	-8.31101769412095	0.957233165384957	-8.68233362012548	3.87730148319515e-18	3.05728115458507e-16	"0"	15.514664620721	"KCNAB1"
"MYO5B"	215.740508894597	6.65997961385119	0.767392202756119	8.67871681511959	4.00258920423407e-18	3.14433884995815e-16	"0"	15.5024706583269	"MYO5B"
"AL391807.1"	25.9730674463019	-6.48277499202945	0.747476275943176	-8.67288394384076	4.21311303789591e-18	3.29746313765986e-16	"0"	15.4818200507324	"AL391807.1"
"LAMB3"	487.824657693072	6.51934778240847	0.75193816884629	8.67005832728402	4.31899085569078e-18	3.36785663330102e-16	"0"	15.4726464043136	"LAMB3"
"LINC01070"	39.8916143367496	-8.0127166405902	0.9244392531178	-8.66765080946769	4.41127152901307e-18	3.42716874820236e-16	"0"	15.4650645110913	"LINC01070"
"RNF31"	124.699539781464	3.26151506222361	0.376426311433556	8.66441840848658	4.53823759546716e-18	3.51289512334842e-16	"0"	15.4543348157733	"RNF31"
"C1orf116"	345.262385310754	8.08004672086492	0.932746728350295	8.66263742908616	4.60972745013362e-18	3.55057624990752e-16	"0"	15.4497011562842	"C1orf116"
"TMPRSS4"	380.523712486073	6.93964090649872	0.801124885709528	8.6623709115621	4.62052086278899e-18	3.55057624990752e-16	"0"	15.4497011562842	"TMPRSS4"
"SH3BGRL"	6765.23179691293	-2.07884927915189	0.240209517185991	-8.65431687930278	4.95872632701785e-18	3.79665959212106e-16	"0"	15.420598339887	"SH3BGRL"
"EXTL2"	188.04776330697	-3.10836307318745	0.360229374388824	-8.62884399269546	6.19751561962314e-18	4.72801083299192e-16	"0"	15.3253215370542	"EXTL2"
"SEC11A"	5901.59126752494	-1.89296161291636	0.219656442793987	-8.61782877314344	6.82356165524729e-18	5.18688866542035e-16	"0"	15.2850930738712	"SEC11A"
"EMG1"	521.621673970241	-2.37458388707484	0.275666706315237	-8.61396691249105	7.05750690487733e-18	5.34549232666193e-16	"0"	15.2720122895373	"EMG1"
"EDN1"	245.690358567	5.63231970547895	0.653982787298809	8.61233631047465	7.15864707421185e-18	5.40273321329446e-16	"0"	15.2673864773719	"EDN1"
"ANGPT4"	91.6161259248122	-8.30047583550709	0.963991834992169	-8.61052504202437	7.2726710313438e-18	5.4692556667031e-16	"0"	15.2620717745513	"ANGPT4"
"SLC7A5"	691.257176034854	4.89348517403015	0.568433835121972	8.6087155121231	7.38837520756126e-18	5.53656542149591e-16	"0"	15.2567595639819	"SLC7A5"
"AC010422.3"	52.1036303071754	-4.59502290447458	0.534863753888213	-8.59101569525114	8.62038558732978e-18	6.43696071489233e-16	"0"	15.1913191413849	"AC010422.3"
"ARL6IP1"	4952.75960513055	-2.24467494922451	0.261388049065386	-8.58751942657869	8.88670997741e-18	6.6124632127686e-16	"0"	15.1796367310681	"ARL6IP1"
"GRB10"	96.1470522736481	3.4611956669527	0.403103912133235	8.58636089299153	8.97673870290084e-18	6.65601551823511e-16	"0"	15.1767856741759	"GRB10"
"ARHGAP23"	88.6392507020517	5.12074417818914	0.59647067469928	8.58507282151105	9.07789071897949e-18	6.70748205152009e-16	"0"	15.1734404807785	"ARHGAP23"
"SMIM30"	1677.78438949079	-2.92345338349618	0.341050153452091	-8.5719163410576	1.01777016981911e-17	7.49390913889107e-16	"0"	15.1252915768837	"SMIM30"
"PARAL1"	1061.85003701682	-6.12159407806178	0.71423022708333	-8.57089751446149	1.02681597895041e-17	7.53426224554867e-16	"0"	15.1229592673538	"PARAL1"
"PSMA2"	1853.74162458313	-2.77574180323137	0.323943973385592	-8.56858602498957	1.04763415523824e-17	7.6604169441157e-16	"0"	15.1157475917772	"PSMA2"
"CLCN4"	147.707466141134	-2.87932099205903	0.336140303979272	-8.56583086875705	1.07299285837212e-17	7.81792971592009e-16	"0"	15.1069082382432	"CLCN4"
"CLU"	2351.50184889584	5.46554799128198	0.638092565588354	8.565446905407	1.07657464855799e-17	7.81792971592009e-16	"0"	15.1069082382432	"CLU"
"ADTRP"	862.028896672278	-3.76000430790296	0.439185022017006	-8.56132181064538	1.11580770517077e-17	8.07508507728378e-16	"0"	15.0928528933436	"ADTRP"
"CCDC115"	1045.35052747071	-1.89976119995727	0.221947469949149	-8.55950824937327	1.13349956888162e-17	8.175123853108e-16	"0"	15.0875056590574	"CCDC115"
"SYNJ2BP"	275.182491295302	-2.49893658165594	0.291971221974991	-8.55884550796579	1.14003365002441e-17	8.19428268446115e-16	"0"	15.0864890579343	"SYNJ2BP"
"AC026369.3"	2715.32542364298	-5.35113625471946	0.625288134663299	-8.55787269592266	1.14969215073396e-17	8.23569306078308e-16	"0"	15.0842998476407	"AC026369.3"
"CFH"	193.336698399978	4.10790746524327	0.480381396737618	8.55134585381746	1.21661474560389e-17	8.68564283922341e-16	"0"	15.0611980331529	"CFH"
"MCTP2"	181.244489444712	5.00134668316946	0.586910657649688	8.52147872590623	1.57528952920185e-17	1.12084236805029e-15	"0"	14.9504554609997	"MCTP2"
"F3"	1508.94175148325	6.40028034681729	0.751464335862939	8.51707797878069	1.63629328862897e-17	1.15645985870594e-15	"0"	14.9368694372082	"F3"
